rel,coef,pct,ci_low_pct,ci_high_pct,is_reference
31,-0.8050103316587276,-55.29166925766602,-67.20970408584124,-39.041878639990166,False
32,-0.7558720229210354,-53.03990666469003,-64.44067512372428,-37.983907913496104,False
33,-0.7856707886666492,-54.418615554666935,-64.31565728395488,-41.77663227578381,False
34,-0.6877532570762782,-49.72957515601234,-58.041813617329275,-39.77061851656335,False
35,-0.5464524163321867,-42.09997770404,-56.464510098561036,-22.99586867031308,False
36,-0.7344631881187039,-52.02370676963939,-62.40794878820915,-38.7709731730839,False
37,-0.7939954022540454,-54.79648796387172,-62.31085796773055,-45.78392103882675,False
38,-0.869700805703242,-58.092308408464746,-62.295854546702955,-53.420118837949715,False
39,-0.801425670437244,-55.131117448175424,-65.45348485651353,-41.724465895107585,False
40,-0.7467045408552242,-52.607421480074876,-61.372953696553736,-41.852750502259426,False
41,-0.8035410509429624,-55.22593188797353,-64.22064786714223,-43.96999789553585,False
42,-0.8376454099267656,-56.72717775961765,-61.02695966728392,-51.953013450792554,False
43,-0.8151914767229815,-55.744541965271566,-64.11279627819631,-45.42496035505622,False
44,-0.7663718559681192,-53.53040024796054,-60.59034083920929,-45.20572501517116,False
45,-0.787151634099189,-54.48606458651051,-61.659634369228456,-45.9703035497211,False
46,-0.7113200742331159,-50.90043811957934,-54.91456663449157,-46.528916395121996,False
47,-0.8222393196632389,-56.055350929823014,-62.76854115638084,-48.13170791904194,False
48,-0.892144034853762,-59.02237642999262,-62.633144111843734,-55.06269945560367,False
49,-0.6806584734813569,-49.37164916818375,-55.13540073800712,-42.867428883491364,False
50,-0.8772564333048443,-58.40775412392982,-63.936895540983144,-52.03089298700279,False
51,-0.778798109664632,-54.1042703714432,-57.03512353150724,-50.9734887825809,False
